#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1691392247665571600,-0.00453224,-0.00371413,-0.00202229,-1.15458,0.0163167,-9.78438
1691392247674123500,-0.00632185,-0.00475845,9.91374e-05,-0.925601,0.0714192,-9.77878
1691392247682469100,-0.0049017,-0.00391125,0.000694136,-0.682415,-0.0163251,-9.81429
1691392247690663000,-0.00302713,-0.00304078,0.00173518,-0.437824,0.0475583,-9.82685
1691392247699419700,-0.00407827,-0.0047098,-0.000628679,-0.168273,-0.00658099,-9.78865
1691392247707462800,-0.0057399,-0.00344261,0.000105893,0.0706942,0.00321086,-9.86262
1691392247715633400,-0.00296059,-0.00476105,-0.00144072,0.359025,0.0157911,-9.84204
1691392247724227400,-0.00422228,-0.00447979,-0.00209267,0.533922,-0.00399708,-9.78096
1691392247732549200,-0.00646012,-0.00172553,-0.000326383,0.586506,0.0223634,-9.85624
1691392247740836700,-0.00543973,-0.003896,-0.000885228,0.589008,-0.0125977,-9.78861
1691392247748977300,-0.00591563,-0.00314361,-0.000226954,0.534437,0.011696,-9.81604
1691392247757260600,-0.00521805,-0.00558108,-0.000434507,0.423238,-0.0140944,-9.82109
1691392247765691500,-0.0038251,-0.00411493,0.000409815,0.247583,-0.0258378,-9.78266
1691392247773931700,-0.00527945,-0.00451529,-0.00132593,-0.00941031,0.011228,-9.79944
1691392247782304900,-0.00385076,-0.00454638,-0.00104836,-0.204826,0.0199633,-9.79583
1691392247790609000,-0.0045856,-0.00295496,-0.000629265,-0.209893,0.00754636,-9.78269
1691392247798967200,-0.00506498,-0.00378703,-0.00110571,-0.304028,0.0541111,-9.77279
1691392247807250600,-0.00499448,-0.00276035,-1.28765e-05,-0.43977,0.0144147,-9.76952
1691392247815634200,-0.00418529,-0.00453589,-0.00148942,-0.545144,0.0614353,-9.80967
1691392247823917800,-0.00288699,-0.00374355,-0.000649454,-0.58628,0.0476349,-9.78969
1691392247832324400,-0.00545962,-0.00406968,-2.13377e-05,-0.702579,0.049946,-9.815
1691392247840593000,-0.00431529,-0.00278445,-0.000156896,-0.811686,0.0143669,-9.78172
1691392247849047100,-0.00336591,-0.00461939,-0.000189436,-0.863089,0.00962378,-9.77542
1691392247857274000,-0.00494112,-0.00344867,-0.000648056,-0.931348,0.032586,-9.76177
1691392247866086000,-0.0061026,-0.00329508,0.000371907,-0.972008,0.0390206,-9.79003
1691392247873961100,-0.00573711,-0.00489762,2.5948e-05,-1.02018,0.0532365,-9.77609
1691392247882233500,-0.00398452,-0.00307925,0.000287695,-2.40901,-0.00279164,-9.80732
1691392247890677500,-0.00516825,-0.00267946,0.00161845,-2.24527,0.0365165,-9.82392
1691392247898898700,-0.00304675,-0.00496285,0.000585821,-2.16125,0.0207988,-9.81153
1691392247907309300,-0.00395698,-0.00343666,0.000475802,-2.07369,0.0272519,-9.81788
1691392247915595000,-0.00443758,-0.00201676,-0.00184068,-1.90709,-0.00589519,-9.82433
1691392247924189600,-0.0053236,-0.00302675,0.000743617,-1.75096,0.0153674,-9.81229
1691392247932556000,-0.00400331,-0.00190816,-0.000102222,-1.58346,0.027409,-9.78781
1691392247940652000,-0.00446224,-0.00364103,2.55302e-05,-1.41517,0.0330366,-9.83573
1691392247948956100,-0.00365111,-0.00270938,-0.000345355,-1.15526,0.0838416,-9.82095
1691392247957280900,-0.00159673,-0.00184431,0.000386542,-0.958149,0.0689242,-9.82394
1691392247965655500,0.000692362,-0.00244238,0.00128723,-0.692519,0.0732864,-9.81026
1691392247973998900,0.00143932,-0.00121769,-0.000126496,-0.463881,0.128085,-9.81217
1691392247982260000,0.00354589,-0.00264936,-0.000616831,-0.220684,0.0490367,-9.79672
1691392247990619800,0.00427061,-0.00420715,-0.000233012,0.0654547,0.0641027,-9.81294
1691392247998982200,0.00518863,-0.00321676,0.00158329,0.337678,0.115388,-9.79692
1691392248007258400,0.00579545,-0.00301417,0.000836431,0.683969,0.0643001,-9.7831
1691392248015633400,0.00789387,-0.00536135,-0.00189303,0.936412,0.058723,-9.79952
1691392248024020500,0.0062488,-0.00597325,-0.00128177,1.123,0.0782534,-9.81547
1691392248032803700,0.00770382,-0.0044535,-0.000972377,1.39601,0.0435118,-9.81672
1691392248040631100,0.00746875,-0.00624656,-0.00331345,1.64173,0.0955419,-9.81762
1691392248049002700,0.0102326,-0.00515478,3.07528e-05,1.85637,0.00746994,-9.76915
1691392248057251300,0.00875525,-0.00452407,-0.000750594,2.0337,0.0372744,-9.79575
1691392248065645100,0.0099295,-0.00675039,-0.000996176,2.04095,-0.000658635,-9.7981
1691392248073944700,0.0110988,-0.00787485,-0.00154403,2.07531,0.0193497,-9.80895
1691392248082495400,0.0106809,-0.00653936,-0.00119977,1.97874,-0.00239802,-9.80041
1691392248090613200,0.0103698,-0.0055473,0.000382989,1.95418,0.0380215,-9.83147
1691392248098970300,0.0109985,-0.0072842,-0.000553243,1.76476,0.0231131,-9.77188
1691392248107264700,0.00994169,-0.00503699,-0.0017997,1.62118,-0.0247407,-9.76212
1691392248115658300,0.00934392,-0.00576133,-0.00215084,1.36976,-0.0134572,-9.78419
1691392248123926900,0.0105171,-0.00457137,0.000915966,1.127,-0.0236749,-9.74362
1691392248132850000,0.00715818,-0.00587022,-0.00135606,0.827614,0.0131875,-9.75981
1691392248140668800,0.00813955,-0.00397114,-0.000321384,0.263207,-0.0382098,-9.79414
1691392248148946900,0.00901411,-0.00490735,-0.000207502,0.235873,-0.0255839,-9.77457
1691392248157308100,0.00873071,-0.00514415,-0.000106402,-0.0196122,-0.0274726,-9.80501
1691392248165679500,0.00725875,-0.00380728,0.00108575,-0.24404,-0.0390575,-9.82005
1691392248174051100,0.00831333,-0.00373954,-0.000947154,-0.301369,-0.0158652,-9.78463
1691392248182400000,0.00688723,-0.00415849,-0.00183695,-0.404681,-0.00447656,-9.78269
1691392248190629900,0.00774162,-0.00340004,0.000866181,-0.389824,0.0190551,-9.77649
1691392248198918200,0.00752369,-0.00331751,0.00148154,-0.415551,0.0111353,-9.83079
1691392248207330300,0.00756847,-0.00233353,-0.00136613,-0.384434,-0.00104006,-9.81034
1691392248215639400,0.00679588,-0.00528074,-0.000529838,-0.273266,-0.0114178,-9.79581
1691392248224017000,0.0076077,-0.00206747,-0.00201079,-0.226783,-0.0357519,-9.77917
1691392248232265100,0.00551834,-0.00283623,0.000699874,-0.0416145,-0.0123045,-9.85089
1691392248240678400,0.00776948,-0.00367101,-0.000106326,0.0996379,-0.0391168,-9.79023
1691392248248922600,0.00890239,-0.00372237,-0.00153488,0.257483,0.00966249,-9.80855
1691392248257311600,0.00510752,-0.00513106,-0.000716219,0.394965,0.00550795,-9.83198
1691392248265602100,0.00740217,-0.0027963,-0.00058761,0.610315,0.00123619,-9.76786
1691392248274003200,0.00555275,-0.00280381,-0.000751741,0.836768,0.0142828,-9.79056
1691392248282322900,0.00752148,-0.0044373,-0.000336728,1.03906,0.0383076,-9.82529
1691392248290701900,0.00742948,-0.00462259,-0.000936167,1.22189,0.0371427,-9.84126
1691392248299049700,0.00809871,-0.00266048,-0.00177449,1.45786,-0.0141342,-9.80254
1691392248307273900,0.00693612,-0.00385674,-0.000947029,1.64296,0.0154487,-9.78732
1691392248315698500,0.00815791,-0.00270093,0.000911037,1.9,-0.0384575,-9.7911
1691392248323956300,0.00882669,-0.00193195,0.000645193,2.08376,-0.0284285,-9.80801
1691392248332455100,0.00595606,-0.00431506,-0.000893247,2.2559,0.0446975,-9.80369
1691392248340771900,0.00751883,-0.00225568,0.00036956,2.3446,0.00599668,-9.8261
1691392248349163700,0.00703789,-0.00467108,-0.00179896,2.49367,0.00754949,-9.81928
1691392248357285100,0.00739972,-0.00318645,0.0014294,2.6177,-0.0307531,-9.80609
1691392248365681500,0.00658805,-0.00383517,-0.00132141,2.72011,0.0258209,-9.82441
1691392248373959200,0.00708737,-0.0040163,-0.000766329,2.77675,-0.00581016,-9.81131
1691392248382337900,0.0081628,-0.00243515,-0.00041633,2.9167,-0.00319257,-9.79567
1691392248390614000,0.00734423,-0.005671,0.000452666,2.95575,-0.0126775,-9.76753
1691392248398993500,0.00738035,-0.00436417,-0.000338612,3.03573,-0.00596357,-9.82821
1691392248407284200,0.00790026,-0.0043285,-0.000586746,3.05193,0.0263481,-9.81837
1691392248415660600,0.00490833,-0.00613593,2.86855e-05,3.16352,-0.00680445,-9.71801
1691392248423992100,0.00328937,-0.00738935,0.00121146,3.17992,-0.0550035,-9.74509
1691392248432375600,0.00209964,-0.00795683,0.00228569,3.25208,-0.0861083,-9.75561
1691392248440661900,-0.000543332,-0.0101949,0.0018378,3.26311,-0.0721555,-9.74734
1691392248449045700,-0.00124099,-0.0115321,0.00106598,3.28445,-0.0666917,-9.75378
1691392248457369000,-0.00093666,-0.0120044,0.00188106,3.34977,-0.0502458,-9.69992
1691392248465639900,-0.00363907,-0.0138452,0.00323636,3.39411,-0.0531107,-9.77363
1691392248473992200,-0.00334584,-0.0118153,0.00238673,3.39165,-0.0627591,-9.75172
1691392248482290300,-0.00522428,-0.0133193,0.00220615,3.45099,-0.0466855,-9.76094
1691392248490682600,-0.00595402,-0.0148326,0.00201324,3.45285,-0.0275907,-9.78624
1691392248499013100,-0.00698987,-0.0149767,0.00177318,3.4658,-0.0440486,-9.80615
1691392248507326600,-0.00556138,-0.0161483,0.00119073,3.4351,-0.0345413,-9.75619
1691392248515641400,-0.00735447,-0.0147619,0.00147622,3.50311,-0.035476,-9.77453
1691392248523970800,-0.00535264,-0.0158188,0.00233894,3.46856,-0.0322598,-9.78191
1691392248532308500,-0.00755384,-0.0165362,0.000127411,3.51762,-0.0300453,-9.81972
1691392248540876300,-0.0065596,-0.015241,0.00203829,3.44074,-0.0175816,-9.76293
1691392248549023000,-0.00679312,-0.0167693,0.00189771,3.492,0.0101173,-9.804
1691392248557447400,-0.00804765,-0.017514,0.00118163,3.47888,0.00785581,-9.84667
1691392248565633900,-0.00582102,-0.0179972,0.00191833,3.44797,-0.0114984,-9.86639
1691392248574028500,-0.00434994,-0.0191602,0.000271413,3.50071,0.0161428,-9.85635
1691392248582358800,-0.00113298,-0.0199068,0.00143673,3.48719,-0.0261488,-9.72013
1691392248590832800,0.00287799,-0.0175861,0.00136587,3.51067,0.0518535,-9.78991
1691392248599165600,0.00525439,-0.0164226,-2.13058e-05,3.50426,0.0876347,-9.80613
1691392248607314900,0.00737288,-0.0155983,-0.000519785,3.48836,0.11791,-9.7551
1691392248615692000,0.00850032,-0.0148447,-0.00124171,3.54867,0.0618001,-9.74775
1691392248623982800,0.00992506,-0.0134325,0.000203388,3.48766,0.0537471,-9.8027
1691392248632498700,0.0116635,-0.0147974,-9.32858e-05,3.48272,0.0319611,-9.82707
1691392248640641400,0.01234,-0.013744,0.000800463,3.48995,0.111981,-9.75644
1691392248649025600,0.0134586,-0.0158446,-0.0004527,3.48161,0.015398,-9.80042
1691392248657298000,0.0142582,-0.0142967,-8.40703e-05,3.40427,0.0226543,-9.79107
1691392248665662700,0.0151341,-0.0140849,0.000366601,3.34873,0.0117983,-9.8194
1691392248673974700,0.0175263,-0.0143739,0.000178308,3.2015,-0.0193008,-9.74199
1691392248682485300,0.0167435,-0.012864,-0.000202515,3.10047,0.0505184,-9.83469
1691392248690810100,0.0167073,-0.0142833,-0.000839548,2.92949,0.0363102,-9.77706
1691392248699071000,0.0170562,-0.0140405,0.00112191,2.74415,-0.0471515,-9.8274
1691392248707317400,0.0176611,-0.0121867,0.000272088,2.51221,0.0219131,-9.8205
1691392248715680900,0.0156044,-0.0132586,0.00155136,2.23495,0.0135009,-9.7991
1691392248723984400,0.0173028,-0.0130362,0.00185366,1.92329,-0.0218485,-9.79086
1691392248732524300,0.017407,-0.0156882,-0.00113307,1.59425,0.0146111,-9.79757
1691392248740832000,0.0173398,-0.0135264,0.000844613,1.00905,0.000625053,-9.81083
1691392248749406100,0.0172931,-0.0147944,0.000530388,0.695316,0.00547088,-9.76069
1691392248757339900,0.0173765,-0.0127315,8.4353e-05,0.392951,-0.0428927,-9.79885
1691392248765708400,0.0180343,-0.0142195,0.000977381,0.130122,-0.0312234,-9.80516
1691392248773991200,0.0161323,-0.0147982,-0.000492303,-0.128531,-0.0796021,-9.80007
1691392248782329900,0.0177245,-0.0130358,0.000698814,-0.350093,-0.0461236,-9.79666
1691392248790679600,0.0166816,-0.0122516,-0.00103432,-0.576101,-0.0269508,-9.81054
1691392248799017600,0.0145298,-0.0138336,9.71063e-05,-0.820977,-0.0359683,-9.80179
1691392248807392200,0.0181093,-0.0122291,0.000974696,-0.98542,-0.0807392,-9.77488
1691392248815660500,0.01711,-0.0135864,0.00186019,-1.16769,-0.0947494,-9.82878
1691392248824042700,0.0113584,-0.00910899,-0.000704999,-1.30144,-0.0164185,-9.64687
1691392248832308400,0.00897015,-0.0101171,8.13627e-06,-1.51315,-0.057353,-9.65154
1691392248840719600,0.00782015,-0.00627764,-0.00143362,-1.63346,-0.057092,-9.68579
1691392248848958300,0.0102715,-0.00285687,-0.000712641,-1.71507,-0.0731988,-9.8376
1691392248857344800,0.0109614,-0.00117212,-0.000720183,-1.84838,-0.0792096,-9.77408
1691392248865615800,0.00674347,0.00239192,0.000716269,-2.01766,-0.0720906,-9.86753
1691392248874054600,0.0047943,0.00447404,0.00156235,-2.12565,-0.0523022,-9.82933
1691392248882315000,0.00414098,0.00693468,0.00158565,-2.28949,-0.139327,-9.86783
1691392248890745700,0.00197942,0.00631839,0.000470577,-2.26401,-0.12232,-9.83504
1691392248898983300,0.00154008,0.00791115,0.00159623,-2.31891,-0.0759549,-9.85886
1691392248907322400,9.72706e-05,0.00947924,0.000615679,-2.47189,-0.0981337,-9.83023
1691392248915716200,0.000570693,0.00864198,0.000125547,-2.52181,-0.107203,-9.80332
1691392248923984700,0.000429641,0.0113836,0.000962764,-2.55219,-0.0658345,-9.87409
1691392248932352600,-0.000692411,0.011454,-9.92907e-05,-2.60786,-0.0554633,-9.82726
1691392248940661700,-0.00065411,0.0126105,-0.00049981,-2.65938,-0.0452113,-9.75453
1691392248949199900,0.000292388,0.011966,0.000146898,-2.64118,-0.0180424,-9.80863
1691392248957437600,0.000130691,0.0119312,0.00121283,-2.70766,-0.0682105,-9.79526
1691392248965751200,-0.000684851,0.0132945,0.00160196,-2.7487,-0.101078,-9.84607
1691392248973988800,-0.000277687,0.0135882,0.00118136,-2.81639,-0.0300471,-9.79867
1691392248982434800,-0.000197934,0.0140433,0.000811331,-2.85191,-0.00296296,-9.76113
1691392248990639500,0.000618503,0.014436,0.00194896,-2.80182,-0.0591715,-9.88319
1691392248999091300,-0.000850406,0.0134192,0.000166861,-2.87308,-0.0234827,-9.80062
1691392249007310300,-0.000729453,0.0126625,0.000998723,-2.87228,-0.0162698,-9.81427
1691392249015693000,-0.000626176,0.0122997,0.000107397,-2.91119,-0.0265165,-9.76863
1691392249024263700,-0.0015938,0.0135729,0.00017458,-2.89629,-0.0161526,-9.80903
1691392249032309900,-0.00132949,0.013745,0.00134874,-2.86913,-0.0377583,-9.78026
1691392249040692900,-0.00239281,0.0144721,-1.97751e-05,-2.92944,-0.083437,-9.78858
1691392249048971800,-0.00141255,0.0123006,0.000480577,-2.95911,-0.0807917,-9.83397
1691392249057347100,-0.00268758,0.0139763,9.07152e-05,-2.90721,-0.0285509,-9.85852
1691392249065675400,0.000863402,0.0133202,0.00121808,-2.87801,-0.00310872,-9.76167
1691392249074194800,-0.00248197,0.0130608,0.00124629,-2.89233,-0.0326306,-9.7817
1691392249082589700,-0.000369487,0.0131404,0.00112663,-2.94488,-0.0989295,-9.80464
1691392249090671300,-0.00078022,0.0129159,-9.29221e-06,-4.54386,-0.0147275,-9.81916
1691392249098988800,-0.000845914,0.0113736,0.000388695,-4.34185,-0.0628863,-9.8051
1691392249107537500,-0.00105113,0.011389,0.00195905,-4.22941,-0.0193488,-9.82229
1691392249115701100,0.000300497,0.0100771,8.78861e-05,-4.0934,-0.0651046,-9.81376
1691392249124049700,-0.00121757,0.0126674,0.00103298,-3.95209,-0.021791,-9.81538
1691392249132327200,-0.00144966,0.0120454,-0.00034109,-3.76619,-0.0188058,-9.79326
1691392249140712000,-0.000521293,0.00910176,0.000367058,-3.53747,-0.0822193,-9.81055
1691392249149042900,-0.00174736,0.00959058,-0.00113803,-3.28458,-0.0230945,-9.75425
1691392249157532200,0.000161968,0.0110201,0.000973528,-3.04854,-0.0505144,-9.80825
1691392249165684100,-0.000806364,0.0115348,-0.00182368,-2.80921,-0.0843166,-9.78207
1691392249174114900,-0.000199451,0.0106003,0.000423607,-2.53696,-0.0711791,-9.77229
1691392249182623900,0.000679137,0.00907572,0.000537002,-2.25474,0.0239602,-9.78841
1691392249190671800,0.00092824,0.00963354,0.000515194,-1.96295,-0.0458307,-9.83557
1691392249199075500,-0.00290095,0.00767757,0.000333092,-1.61751,-0.0431683,-9.73822
1691392249207544000,-0.000614905,0.00918429,-0.00147198,-1.30038,-0.0889034,-9.85865
1691392249215830000,-1.76337e-05,0.012144,0.000833481,-0.928019,-0.0278189,-9.80538
1691392249223999800,-0.000908664,0.00888872,0.00138848,-0.556494,-0.0458309,-9.74449
1691392249232360800,-0.000373399,0.0109107,-0.00143673,-0.232242,-0.0437187,-9.81923
1691392249240684300,0.00012325,0.0115394,-0.000691861,0.0997781,-0.0118535,-9.81051
1691392249249049600,0.000692395,0.00688041,-0.000606158,0.520326,-0.0227208,-9.77472
1691392249257338500,-0.000490312,0.00991943,0.000477633,0.837088,-0.0410762,-9.81363
1691392249265725500,-0.00152426,0.00873095,-0.0012847,1.13024,-0.00970529,-9.80826
1691392249273994600,-0.000761047,0.00805297,0.00149645,1.36651,-0.0272185,-9.83311
1691392249282382500,0.00115119,0.0087832,-0.00075772,1.58842,-0.0359325,-9.82597
1691392249291096500,0.00155894,0.00777978,-0.000862231,1.73745,-0.00215551,-9.79833
1691392249299346400,0.00327427,0.0070609,-0.000265925,1.95217,-0.0399528,-9.85083
1691392249307436200,0.00235311,0.00604659,-0.00129327,2.1039,-0.0496714,-9.84514
1691392249315655900,0.00097768,0.00455925,-0.00140499,2.20663,-0.00974927,-9.8211
1691392249324137800,0.00049659,0.00370905,-0.00141134,2.22251,-0.00479963,-9.85432
1691392249332363000,0.000316099,0.00305814,-0.00134214,2.16685,-0.0471965,-9.85559
1691392249340726200,-0.000472108,0.00434544,-0.000141801,2.12367,-0.0177037,-9.79558
1691392249349069200,0.00115613,0.00236677,-0.00179171,2.02651,-0.0580638,-9.84976
1691392249357631200,0.000472355,0.00259083,-0.000474307,1.8725,-0.030994,-9.81298
1691392249365838400,-0.000276583,0.00160068,-0.000531079,1.65515,-0.0157156,-9.85325
1691392249374137100,0.00186604,0.000569253,-0.00137694,1.44375,-0.0331842,-9.84352
1691392249382392100,0.000987494,0.000503439,-0.000837358,1.20886,-0.0226321,-9.79337
1691392249390717200,0.000242453,-0.000100126,-0.0014364,0.913567,-0.03379,-9.84505
1691392249399005500,0.00152624,-0.000985344,-0.000935656,0.370387,-0.000223093,-9.80236
1691392249407385400,0.000654082,0.00148119,-0.00218886,0.155379,-0.0631631,-9.81976
1691392249415674700,0.000876633,0.00125902,-0.00027457,-0.0509862,-0.0678244,-9.79033
1691392249424075700,0.00105709,0.000774794,0.000497455,-0.206502,-0.0428458,-9.7941
1691392249432330100,-0.001634,0.00125016,-0.00102579,-0.390688,-0.0597636,-9.81012
1691392249441039300,-0.00197026,-0.000235154,0.000272321,-0.481161,-0.0362855,-9.84005
1691392249449047300,0.000544198,0.00246481,0.00107155,-0.66114,-0.0637864,-9.79091
1691392249457356700,0.000605792,-0.00229922,0.000219583,-1.3591,-0.0823522,-9.82333
1691392249465860100,-9.28692e-05,-0.00212303,0.00141747,-1.44906,-0.0609574,-9.81832
1691392249474007200,0.0006931,-6.75378e-05,-0.000681381,-1.49729,-0.0273319,-9.82237
1691392249482385800,-0.000668159,4.12366e-05,-0.00123676,-1.55337,-0.0742772,-9.79051
1691392249490686500,-0.000516547,-0.000654318,0.000890704,-1.52677,-0.0433274,-9.84337
1691392249499024200,0.000126097,-3.31793e-05,-1.73056e-05,-1.54709,-0.0655341,-9.77773
1691392249507320800,-0.000737843,-0.00239195,-0.000736019,-1.51015,-0.0231236,-9.8055
1691392249515765300,-0.000553175,-0.0015165,0.000869782,-1.36553,-0.0208356,-9.80168
1691392249523976700,0.00202772,-0.00057982,-0.000133068,-1.3599,-0.0556244,-9.78165
1691392249532406000,0.000809339,-0.000516547,0.00045994,-1.096,-0.0183255,-9.81867
1691392249540681900,-0.00101384,0.000133711,0.00133156,-1.01544,0.00528605,-9.84995
1691392249549096700,-0.0002745,-3.5222e-05,0.000549049,-0.81189,-0.0495533,-9.85248
1691392249557328000,-0.000383511,-0.000830795,0.00188641,-0.63725,-0.0630497,-9.76233
1691392249566185000,0.00233782,-0.00208197,0.000174957,-0.360495,0.0267514,-9.70727
1691392249574055700,0.00327291,-0.00467774,-0.00113226,-0.11977,0.063325,-9.74835
1691392249582421400,0.00568967,-0.00427883,0.000314542,0.0600628,-0.00153369,-9.78094
1691392249590712500,0.00722922,-0.00542434,-0.000153989,0.384333,0.0182071,-9.74721
1691392249599177800,0.00949073,-0.00382983,-0.00103342,0.584842,-0.00612604,-9.728
1691392249607401400,0.00814197,-0.00407322,-0.000794338,0.880026,0.0411206,-9.74552
1691392249616174800,0.00903936,-0.00486591,0.000271687,1.10403,-0.0114039,-9.73581
1691392249624086500,0.0101165,-0.00589348,-6.76525e-05,1.35775,0.000245294,-9.74893
1691392249632601000,0.0129741,-0.00694014,-4.96157e-05,1.59099,0.00139902,-9.75925
1691392249640784100,0.0117856,-0.00715753,-0.000257324,1.77367,-0.0185159,-9.75306
1691392249649011100,0.0102894,-0.00732008,-0.000991573,1.78703,-0.0390707,-9.72311
1691392249657446200,0.0111213,-0.00648569,0.00065812,1.77805,-0.00980173,-9.80111
1691392249665708100,0.0148879,-0.00608232,-0.00131828,1.77318,-0.0131046,-9.84477
1691392249674057400,0.0161345,-0.00685337,-0.000118988,1.59188,0.0147091,-9.87204
1691392249682345700,0.0148229,-0.00437076,-0.000373806,1.48503,-0.0188258,-9.79298
1691392249690748100,0.0160641,-0.005869,-0.00244818,1.35701,-0.00658318,-9.83627
1691392249699005800,0.0167589,-0.00491302,-0.000549759,1.20328,-0.0177578,-9.80205
1691392249707400200,0.0170799,-0.00470645,-0.000498465,0.907957,-0.00647428,-9.82929
1691392249715677100,0.0200971,-0.00318273,-0.00155562,0.62781,-0.00143494,-9.79543
1691392249724240900,0.0193779,-0.00303936,-0.00154969,0.178785,-0.0617105,-9.82824
1691392249732532800,0.0186666,-0.00311349,0.000811142,0.00595946,-0.00454021,-9.85891
1691392249740845600,0.0184246,-0.00328252,-0.0019515,-0.201249,-0.0673243,-9.82682
1691392249749250400,0.0173192,-0.00394486,-0.000468898,-0.331721,-0.0502344,-9.84603
1691392249757899500,0.0184362,-0.0024306,0.000940243,-0.513427,-0.0488437,-9.83912
1691392249765811700,0.0185893,-0.00339293,-0.00059479,-0.658871,-0.0334294,-9.78443
1691392249774162200,0.0184235,-0.00271672,-0.000106916,-1.3342,-0.0881655,-9.8205
1691392249782459200,0.0178239,-0.00263757,-0.000351145,-1.40967,-0.0968562,-9.79662
1691392249790720500,0.016934,-0.00228223,0.000131456,-1.49578,-0.107973,-9.85538
1691392249799069400,0.0176976,-0.00484895,-0.0030253,-1.49758,-0.063596,-9.79025
1691392249807360900,0.0186991,-0.00213795,0.000658404,-1.58362,-0.0996805,-9.79914
1691392249815777900,0.0177897,-0.00173686,-0.000742125,-1.53481,-0.0374928,-9.76003
1691392249824019800,0.0161575,-0.00173041,0.00141261,-1.47655,-0.079736,-9.81337
1691392249832427400,0.0162261,-0.00252545,-0.000402785,-1.40827,-0.118728,-9.7647
1691392249840694200,0.0158542,-0.000925823,-0.0012676,-1.30089,-0.0817475,-9.82652
1691392249849112200,0.0145217,-0.00166704,-0.00028481,-1.15081,-0.144121,-9.78759
1691392249857372800,0.0151237,-0.000947645,0.00146353,-0.990116,-0.1049,-9.86839
1691392249865755200,0.0145309,-0.00214469,-0.000628334,-0.852703,-0.0693344,-9.8436
1691392249874019100,0.0159354,-0.00147965,0.00096788,-0.6648,-0.0786126,-9.80484
1691392249882382300,0.0132678,-0.00241692,0.00245452,-0.435802,-0.128017,-9.81445
1691392249890761700,0.0112894,-0.00273906,0.000687479,-0.156478,-0.0436972,-9.72537
1691392249899014400,0.00873595,-0.00354148,0.00147379,0.0848341,-0.0602934,-9.73209
1691392249907419000,0.00770432,-0.00547158,0.00315419,0.344656,-0.135961,-9.71575
1691392249915693100,0.00587206,-0.00563173,0.00123788,0.553539,-0.192931,-9.74867
1691392249924091300,0.00519685,-0.0049635,0.00208092,0.797035,-0.186225,-9.71679
1691392249932362200,0.0033152,-0.00637585,0.0013795,1.10749,-0.115231,-9.78127
1691392249940989200,0.00344941,-0.00759246,0.0033238,1.30663,-0.128039,-9.75667
1691392249949090400,0.00227924,-0.00979851,0.00156562,1.58561,-0.179114,-9.76094
1691392249957388100,0.00115104,-0.00813232,0.00352128,1.76879,-0.145737,-9.73383
1691392249965725200,0.00102085,-0.00913436,0.00199438,1.81487,-0.0935322,-9.82078
1691392249974244200,0.000486616,-0.0102273,0.00155563,1.91076,-0.0799507,-9.80547
1691392249982436400,-4.41176e-05,-0.00877964,0.00175216,1.89781,-0.131782,-9.76204
1691392249990862800,-0.000876458,-0.00967112,0.00131864,1.83669,-0.124977,-9.82083
1691392249999225500,-0.00128524,-0.00948385,0.00218859,1.75221,-0.11945,-9.78139
1691392250007420400,0.000607059,-0.0107101,0.00129216,1.6268,-0.10197,-9.82966
1691392250015844900,-0.000958378,-0.011539,0.000418735,1.42365,-0.077513,-9.80297
1691392250024115600,-0.00305685,-0.0127487,0.00380871,1.22321,-0.0512335,-9.8294
1691392250032380600,1.16958e-05,-0.0112034,0.000866544,1.00273,-0.130762,-9.78585
1691392250040757600,-0.00122578,-0.0112264,0.00372474,0.835661,-0.0430817,-9.80284
1691392250049080600,0.000219633,-0.0127744,0.00233158,0.708572,-0.0908564,-9.78411
1691392250057368900,0.00185834,-0.0113129,0.00223305,0.60072,-0.0227999,-9.71683
1691392250065758200,0.0049595,-0.00863629,0.000321897,0.580674,-0.00889059,-9.80264
1691392250074058700,0.00332162,-0.00964819,3.02228e-05,0.586511,0.0181627,-9.74785
1691392250082421100,0.00607696,-0.00623942,0.00223053,0.580334,-0.0244506,-9.74694
1691392250090708100,0.00512534,-0.00743787,0.000633666,0.626461,-0.042611,-9.78772
1691392250099158200,0.00672931,-0.00729706,-0.000375402,0.646252,-0.0631585,-9.82197
1691392250107359200,0.00817722,-0.00419262,0.000747656,0.807443,-0.0530991,-9.78542
1691392250115767100,0.00872269,-0.00366228,-0.000925282,0.904127,-0.0321961,-9.79737
1691392250124034500,0.00969462,-0.00515025,0.00113262,0.997894,-0.0670966,-9.79418
1691392250132607500,0.00900906,-0.00563446,0.00122789,1.19422,-0.0463531,-9.82717
1691392250140840700,0.01078,-0.00497581,0.00193776,1.34102,-0.112592,-9.84766
1691392250149096100,0.0121615,-0.00470251,-0.000530388,1.54833,-0.0559031,-9.80566
1691392250157365000,0.0126131,-0.00591543,0.00107763,1.68207,-0.0430334,-9.8102
1691392250165828400,0.013684,-0.00601077,-0.000494416,1.85981,-0.0744527,-9.82589
1691392250174092000,0.0161408,-0.00554122,0.000763881,1.98102,-0.0264546,-9.79115
1691392250182620700,0.0152026,-0.00711798,0.00162945,2.11067,-0.0782571,-9.8013
