20.4879,-32.8218,0.497005,0
21.1059,-33.6306,0.498441,0
21.7572,-34.3417,0.494515,0
22.4344,-34.932,0.484671,0
23.1405,-35.5262,0.474144,0
20.5284,-32.8837,0.497464,0
21.1488,-33.6779,0.498187,0
21.8024,-34.3904,0.494232,0
22.4809,-34.9679,0.483821,0
23.1902,-35.5773,0.473821,0
20.5691,-32.946,0.497933,0
21.1919,-33.7254,0.497923,0
21.8477,-34.4392,0.493958,0
22.5275,-35.0038,0.482962,0
23.2402,-35.6286,0.473499,0
32.3699,-0.648239,-0.636841,174
32.2389,-0.385929,-0.629859,174
20.522,-28.5511,0.472318,0
21.0395,-29.1164,0.472777,0
21.5832,-29.6905,0.472864,0
22.155,-30.2809,0.472923,0
22.7567,-30.8882,0.472943,0
23.3937,-31.5478,0.474446,0
24.0689,-32.2453,0.476654,0
24.7698,-32.8786,0.47512,0
25.5039,-33.5085,0.472581,0
26.267,-34.1116,0.468118,0
27.0671,-34.7257,0.463314,0
32.3429,-0.639076,-0.636414,174
32.319,-0.323899,-0.62915,174
20.5562,-28.591,0.472464,0
21.0753,-29.1547,0.472777,0
21.6209,-29.7298,0.472874,0
22.1947,-30.3213,0.472933,0
22.7984,-30.9299,0.472952,0
23.4382,-31.5942,0.474593,0
24.1159,-32.2933,0.4768,0
24.8184,-32.9209,0.474964,0
25.557,-33.5645,0.472933,0
26.3196,-34.1511,0.467747,0
27.1237,-34.773,0.463196,0
32.3159,-0.629945,-0.635988,174
20.5904,-28.631,0.472611,0
21.1113,-29.193,0.472796,0
21.6587,-29.7692,0.472884,0
22.2345,-30.3619,0.472933,0
22.8402,-30.9716,0.472943,0
23.4827,-31.6405,0.474739,0
24.163,-32.3415,0.476966,0
24.867,-32.9634,0.474818,0
25.6087,-33.6105,0.472874,0
26.3723,-34.1908,0.467366,0
27.1805,-34.8205,0.46307,0
32.6907,-0.829532,-0.549218,174
32.275,-0.695033,-0.545291,174
32.1602,-0.427482,-0.53824,174
20.547,-25.418,0.452181,0
20.9912,-25.8439,0.452659,0
21.457,-26.3159,0.455218,0
21.9441,-26.7761,0.456595,0
22.4544,-27.2456,0.457952,0
22.9889,-27.7248,0.45929,0
23.5491,-28.2141,0.460618,0
24.1359,-28.7092,0.461693,0
24.7455,-29.1841,0.461263,0
25.3989,-29.7438,0.464398,0
26.0776,-30.2771,0.465667,0
26.7709,-30.7431,0.463304,0
27.4896,-31.1961,0.459945,0
28.2746,-31.7727,0.461605,0
29.1152,-32.4068,0.46512,0
29.9021,-32.7677,0.456517,0
30.7467,-33.2058,0.450892,0
31.7153,-33.8683,0.453958,0
49.282,-14.5404,-0.490355,174
32.6565,-0.822631,-0.549008,174
32.2609,-0.679988,-0.54489,174
32.1663,-0.402489,-0.537603,174
20.5764,-25.4458,0.452171,0
21.022,-25.8761,0.452864,0
21.4891,-26.3467,0.455316,0
21.9778,-26.8075,0.456683,0
22.4896,-27.2776,0.45804,0
23.0259,-27.7575,0.459378,0
23.588,-28.2475,0.460696,0
24.1762,-28.7409,0.461663,0
24.7877,-29.2165,0.461234,0
25.4438,-29.7804,0.464534,0
26.1246,-30.3134,0.465745,0
26.8185,-30.774,0.463099,0
27.5387,-31.2252,0.459642,0
28.3303,-31.8158,0.461878,0
29.1675,-32.4312,0.464554,0
29.9562,-32.7921,0.455931,0
30.8104,-33.2499,0.451097,0
